Formula,band_gap,density,vpa,packing fraction,avg d valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,transition metal fraction, mean Number, avg_dev Number, avg_dev MendeleevNumber, mean AtomicWeight, avg_dev AtomicWeight, mean MeltingT, avg_dev MeltingT, mode MeltingT, avg_dev Column, mean Row, avg_dev Row, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mean NdValence, avg_dev NdValence, avg_dev NValence, avg_dev NUnfilled, range GSvolume_pa, mean GSvolume_pa, mean GSbandgap, mean SpaceGroupNumber, avg_dev SpaceGroupNumber
CsGeB3O7,4.818,3.357642967,14.42345924,0.553809475,0.833333333,0.348484848,0.5,0.151515152,0,13.16666667,10.11111111,13.66666667,29.16452099,24.53606832,745.0491667,879.2005556,54.8,2.555555556,2.5,0.833333333,178,89.83333333,30.72222222,66,2.65,2.75,0.805,0.833333333,1.527777778,2,1.277777778,108.5925,18.66854167,0.412916667,86.33333333,86.72222222
LiNa3P2O7,4.851,2.599721549,12.2762176,0.631415702,0,0.392857143,0.607142857,0,0,9.384615385,2.473372781,35.9408284,19.21951014,5.356812482,198.8076923,155.0852071,54.8,6.295857988,2.384615385,0.473372781,100,100.1538462,36.78106509,66,2.51,2.479230769,1.034674556,0,0,2.035502959,0.520710059,20.13833333,16.39990842,0.25,77.23076923,93.3964497
KLa(PO3)4,4.855,3.125111511,14.57950333,0.39352849,0.055555556,0.364583333,0.625,0.010416667,0,12.88888889,6.518518519,15.40740741,27.43842322,15.25203096,192.0183333,182.9577778,54.8,2.716049383,2.555555556,0.740740741,141,90.55555556,32.74074074,66,2.62,2.886666667,0.737777778,0.055555556,0.104938272,0.888888889,0.913580247,64.00166667,17.19695106,0.361111111,31.94444444,39.90123457
RbLiB4O7,4.869,2.492587045,12.69086689,0.507662842,0,0.428571429,0.571428571,0,0,8.923076923,4.319526627,20.57988166,19.04989231,10.21813964,810.9038462,945.9053254,54.8,3.621301775,2.230769231,0.426035503,154,88.15384615,26.41420118,66,2.62,2.618461538,0.884733728,0,0,1.822485207,1.372781065,83.55,15.36467949,0.468923077,92.76923077,86.98224852
NaB(HO)4,4.873,1.82308374,9.27510372,0.332959936,0,0.46875,0.53125,0,0,5.2,3.4,16.8,10.18301293,7.340058342,299.411,424.0096,14.01,7.2,1.7,0.56,135,63.8,26.24,31,2.51,2.553,0.7096,0,0,2.24,0.8,22.62833333,9.929583333,3.2936,121.9,87.92
K2B5H5O11,4.892,2.099276612,10.77434257,0.453357611,0,0.443181818,0.556818182,0,0,6.782608696,3.289224953,15.3610586,13.62107391,6.705742533,568.9526087,773.4988658,54.8,5.95463138,1.956521739,0.415879017,172,74.2173913,26.65028355,66,2.62,2.63826087,0.766880907,0,0,2.079395085,1.153119093,66.49166667,13.70894928,2.038478261,103.9130435,87.9168242
KBe2B3O7,4.91,2.21797483,11.60740369,0.452967577,0,0.446428571,0.553571429,0,0,7.538461538,2.26035503,14,15.50395877,4.163450746,837.2407692,919.6609467,54.8,4.769230769,2.153846154,0.284023669,137,85.30769231,21.3964497,66,2.62,2.627692308,0.874792899,0,0,1.822485207,1.24260355,65.93416667,13.39532051,0.351692308,92.23076923,86.40236686
Cs3Li4(BO2)7,4.93,3.110217999,13.84605183,0.780575066,0,0.4375,0.5625,0,0,11.57142857,9.306122449,29.73214286,25.93389128,22.92247728,711.5260714,818.2369643,54.8,5.25,2.428571429,0.765306122,178,98.42857143,39.64285714,66,2.65,2.454642857,0.985357143,0,0,2,1.25,108.5925,21.11949405,0.381,104.75,92.75
NaBe(BO2)3,4.931,2.151033623,11.25896463,0.342547784,0,0.4375,0.5625,0,0,7.090909091,1.702479339,14.87603306,14.5846683,3.071543853,845.7881818,949.2449587,54.8,4.016528926,2.090909091,0.165289256,100,82.72727273,18.24793388,66,2.51,2.66,0.850909091,0,0,1.785123967,1.338842975,22.07083333,10.29825758,0.415636364,90.27272727,85.38842975
Al5BO9,4.938,2.943856765,10.89455725,0.315886193,0,0.416666667,0.583333333,0,0,9.466666667,2.355555556,6.8,19.31421953,5.111546044,500.57,534.924,54.8,1.44,2.333333333,0.444444444,55,85.53333333,23.64444444,66,1.83,2.736666667,0.844,0,0,1.44,1.44,9.3075,11.4345,0.1016,93.26666667,97.52
YBe2B5O11,4.94,2.950314875,9.982273558,0.300226355,0.052631579,0.431818182,0.556818182,0.011363636,0,8.421052632,3.218836565,11.57894737,17.73571653,7.491592997,908.5157895,988.5130194,54.8,3.412742382,2.157894737,0.299168975,124,80.42105263,16.69806094,66,2.22,2.757894737,0.789806094,0.052631579,0.099722992,1.584487535,1.717451524,25.1925,9.692763158,0.401052632,81.26315789,80.19944598
Na3NbOF6,4.96,3.35166706,13.14553645,0.623118492,0.363636364,0.321428571,0.607142857,0.071428571,0.090909091,12.36363636,5.20661157,36.51239669,26.53322791,12.06784583,385.31,429.9436364,53.5,6.876033058,2.545454545,0.694214876,109,97.27272727,49.61983471,57,3.05,2.882727273,1.298347107,0.363636364,0.661157025,2.247933884,1.041322314,20.13833333,15.75090909,1.074545455,92.54545455,99.23966942
Na2B5H5O11,4.962,2.079511828,9.758222387,0.320799998,0,0.443181818,0.556818182,0,0,6.086956522,2.684310019,15.48204159,12.22033211,5.487706184,571.9386957,772.2005671,54.8,5.95463138,1.869565217,0.378071834,135,71,22.17391304,66,2.51,2.647826087,0.757731569,0,0,2.079395085,1.153119093,22.62833333,9.894746377,2.038478261,103.9130435,87.9168242
Cs2Ba3(P2O7)2,4.966,4.001065992,18.50788622,0.708407112,0,0.392857143,0.607142857,0,0,19.56521739,15.66729679,26.7826087,44.59471964,39.54941788,245.1991304,231.7902457,54.8,4.824196597,3.043478261,1.285444234,178,108.0434783,51.5463138,66,2.65,2.659565217,0.950094518,0,0,1.421550095,0.620037807,106.66,27.82830228,0.282608696,57.43478261,74.59357278
NaSb3F10,4.968,4.418571171,15.52235828,0.312798401,2.142857143,0.232758621,0.50862069,0.25862069,0,18.14285714,14.08163265,11.82653061,41.30384295,34.48121016,258.3721429,292.6744898,53.5,2.244897959,2.714285714,1.020408163,109,82.35714286,36.2244898,57,3.05,3.348571429,0.902040816,2.142857143,3.367346939,2.87755102,0.673469388,21.8525,15.78559524,1.407142857,62.64285714,68.06122449
(C(NH2)3)2PO3F,5.01,1.432882554,10.11133289,0.07115862,0,0.475,0.525,0,0,4.56,3.4176,4.7808,8.725089808,7.408463816,349.1048,555.823232,14.01,7.104,1.56,0.5376,76,52.48,20.6208,31,1.79,2.6492,0.48384,0,0,2.112,0.9568,16.9302381,9.554609524,5.8178,157.32,58.688
CsLi(B3O5)2,5.025,2.349951484,14.31730057,0.430227977,0,0.425,0.575,0,0,9.333333333,5.074074074,15.92592593,20.26146955,12.51599804,855.0711111,995.2859259,54.8,2.962962963,2.222222222,0.419753086,178,85.33333333,22.37037037,66,2.65,2.689444444,0.833950617,0,0,1.728395062,1.407407407,108.5925,14.80240741,0.508,87.44444444,83.82716049
CsLa(PO3)4,5.044,3.20608815,16.91047922,0.434622145,0.055555556,0.364583333,0.625,0.010416667,0,14.88888889,9.185185185,15.20987654,32.64993166,22.94567318,190.0772222,180.3696296,54.8,2.716049383,2.666666667,0.888888889,178,92.83333333,35.77777778,66,2.65,2.885,0.74,0.055555556,0.104938272,0.888888889,0.913580247,106.66,19.56685847,0.361111111,31.94444444,39.90123457
NaCaBe2B2O6F,5.045,2.654742935,10.47513256,0.511491951,0,0.446428571,0.553571429,0,0,8.153846154,2.390532544,20.69822485,16.74684127,4.896253643,744.9361538,800.9721893,54.8,5.834319527,2.230769231,0.390532544,119,88.84615385,27.47928994,66,3.05,2.597692308,0.990177515,0,0,1.976331361,1.112426036,30.5975,12.42121795,0.386,97,91.07692308
Ba3P3O10Br,5.053,4.128138005,17.62324193,0.510268962,0.588235294,0.346938776,0.551020408,0.102040816,0,19.29411765,14.80276817,22.58823529,43.81178153,37.25151457,280.3352941,267.0456747,54.8,4.027681661,3,1.176470588,149,102.7058824,43.183391,66,2.55,2.741176471,0.847889273,0.588235294,1.107266436,1.598615917,0.712802768,54.485,22.2947479,0.372470588,51.58823529,64.07612457
CsLiB6O10,5.077,2.324289357,14.47537573,0.425529767,0,0.425,0.575,0,0,9.333333333,5.074074074,15.92592593,20.26146955,12.51599804,855.0711111,995.2859259,54.8,2.962962963,2.222222222,0.419753086,178,85.33333333,22.37037037,66,2.65,2.689444444,0.833950617,0,0,1.728395062,1.407407407,108.5925,14.80240741,0.508,87.44444444,83.82716049
KLiB4O7,5.082,2.136267104,12.03507703,0.472947678,0,0.428571429,0.571428571,0,0,7.538461538,2.26035503,20.71005917,15.48300769,4.189236686,812.7553846,944.7659172,54.8,3.621301775,2.153846154,0.284023669,137,86.84615385,24.20118343,66,2.62,2.618461538,0.884733728,0,0,1.822485207,1.372781065,65.93416667,14.00961538,0.468923077,92.76923077,86.98224852
Ba3B6H2O13,5.089,3.968814693,11.97407981,0.529675256,0,0.442307692,0.557692308,0,0,12.66666667,10.83333333,17.1875,28.61896167,27.17700958,742.8508333,866.861875,54.8,4.4375,2.416666667,0.895833333,184,86.20833333,32.19791667,66,2.55,2.667916667,0.836423611,0,0,1.805555556,1.291666667,56.975,15.225,1.035416667,92.79166667,87.52430556
Cs2Li3B3P6(PbO12)2,5.095,3.981573066,13.58867684,0.531650927,0.5,0.307377049,0.495901639,0.081967213,0,14.5,10.95,18.32,32.58237689,27.49406981,335.71175,346.0298,54.8,3.26,2.55,0.825,178,91.05,31.1175,66,2.65,2.775,0.798,0.5,0.95,2.19,0.7575,108.5925,17.82472321,0.35805,59.825,74.7375
Li2SiO3,5.11,2.572720375,9.677924385,0.582592499,0,0.416666667,0.583333333,0,0,7.333333333,2.888888889,37.22222222,14.99428333,5.368855556,459.7966667,409.0677778,54.8,6.444444444,2.166666667,0.277777778,62,94.16666667,28.16666667,66,2.46,2.363333333,1.076666667,0,0,2,0.666666667,11.335,13.49027778,0.128833333,120.1666667,108.1666667
Mg5B3O9F,5.118,3.012214461,9.706950924,0.498324257,0,0.45,0.55,0,0,8.666666667,1.888888889,8.938271605,17.60838907,3.874785422,678.0944444,692.6938272,54.8,5.37037037,2.277777778,0.401234568,84,89.33333333,28.7037037,66,2.67,2.645,0.943333333,0,0,1.839506173,1.148148148,15.7175,12.64555556,0.363444444,88.38888889,84.54320988
K2SrB8(HO)28,5.119,1.893570696,9.535168233,0.26682171,0,0.464285714,0.535714286,0,0,5.492537313,3.872577411,9.842726665,10.87328537,8.260535923,334.8319403,502.2062286,14.01,7.110715081,1.686567164,0.573847182,172,59.53731343,23.85208287,31,2.62,2.639253731,0.669280463,0,0,2.220539096,0.844731566,66.49166667,10.41766169,3.463820896,116.1044776,87.01269771
RbNa2B6ClO10,5.128,2.469802845,13.16974244,0.500734418,0,0.420454545,0.579545455,0,0,9.3,3.88,20.26,19.58801693,8.854827085,793.09,932.946,54.8,3.57,2.3,0.48,154,90.9,29.04,66,2.62,2.624,0.8696,0,0,1.86,1.38,83.55,15.38958333,0.58185,93.35,84.285
Na5B(SO4)4,5.132,2.441130494,13.34331243,0.449516979,0,0.3671875,0.6328125,0,0,9.692307692,2.443786982,26.24260355,19.61577871,5.12821831,255.0996154,246.5226036,54.8,4.615384615,2.346153846,0.452662722,100,91.92307692,32.5147929,66,2.51,2.771153846,0.823195266,0,0,1.656804734,0.355029586,22.07083333,15.46987179,0.397384615,68.57692308,69.63313609
Ba3P3O10Cl,5.146,3.919151912,17.45511718,0.507831026,0,0.386363636,0.613636364,0,0,18.23529412,13.32871972,22.56747405,41.19701682,33.92822936,274.7941176,270.9570934,54.8,4.027681661,2.941176471,1.107266436,149,101.6470588,41.93771626,66,2.55,2.752941176,0.856193772,0,0,1.183391003,0.712802768,54.485,22.00165966,0.433411765,51.58823529,64.07612457
SrB4O7,5.175,3.999762977,8.402126742,0.497230613,0,0.428571429,0.571428571,0,0,9.5,4.75,13.51388889,20.23831667,11.23028056,902.1333333,988.5555556,54.8,2.527777778,2.25,0.458333333,129,82.75,19.54166667,66,2.49,2.765833333,0.786527778,0,0,1.555555556,1.444444444,47.0575,12.22125,0.508,81.08333333,80.59722222
Na3B6ClO10,5.185,2.263433143,12.07868979,0.422058588,0,0.420454545,0.579545455,0,0,8,1.8,20.43,16.46411539,3.856584627,796.0105,931.1937,54.8,3.57,2.2,0.32,100,88.2,24.72,66,2.51,2.6295,0.86355,0,0,1.86,1.38,22.07083333,12.315625,0.58185,93.35,84.285
Rb2GaB5(H4O7)2,5.194,2.439276801,11.95327017,0.401504262,0.333333333,0.409836066,0.508196721,0.081967213,0,8.333333333,5.333333333,13.12888889,17.55895733,12.5321152,451.5703333,632.1432222,54.8,6.266666667,2,0.533333333,189,71.8,27.17333333,66,2.62,2.647,0.740133333,0.333333333,0.644444444,2.4,1.093333333,84.1075,13.88516667,2.348133333,102.4,86.93333333
K2B4H8O11,5.201,1.894339359,10.71171465,0.410654717,0,0.454545455,0.545454545,0,0,6.16,3.6736,14.6304,12.2199008,7.626503168,431.1976,613.376768,54.8,6.816,1.84,0.5376,172,68.64,26.4128,66,2.62,2.6096,0.730752,0,0,2.1824,0.9344,66.49166667,13.11913333,2.7568,112.24,88.2112
Sr4B14O25,5.206,3.220493025,10.81378324,0.4143612,0,0.43,0.57,0,0,9.813953488,5.24391563,14.22390481,20.97253488,12.39952839,894,975.8139535,54.8,2.650081125,2.279069767,0.506219578,129,83.86046512,20.76798269,66,2.49,2.75255814,0.799351001,0,0,1.56841536,1.438615468,47.0575,12.67348837,0.496186047,81.95348837,81.34126555
RbB3O5,5.211,2.882928201,12.66524886,0.58430059,0,0.425,0.575,0,0,10.22222222,5.950617284,15.80246914,21.98864444,14.10647901,847.8288889,1000.114074,54.8,2.962962963,2.333333333,0.592592593,154,89.11111111,29.08641975,66,2.62,2.682222222,0.841975309,0,0,1.728395062,1.407407407,83.55,17.52944444,0.508,87.44444444,83.82716049
K3B6BrO10,5.212,2.567889124,13.64633086,0.60331152,0.5,0.37755102,0.520408163,0.102040816,0,10.1,5.16,20.19,21.102945,11.278712,795.5695,931.4583,54.8,3.57,2.4,0.64,137,94.65,35.04,66,2.62,2.603,0.8727,0.5,0.95,2.31,1.38,65.93416667,19.14425,0.53005,93.35,84.285
Ba2B6H4O13,5.237,3.534553541,10.36465038,0.42729122,0,0.442307692,0.557692308,0,0,10,7.36,13.8944,22.0617584,18.44243866,674.2576,855.515136,54.8,5.0048,2.16,0.6144,184,76.64,25.6704,66,2.55,2.7016,0.767936,0,0,1.9136,1.248,56.975,12.6016,1.62224,95.44,86.7776
Ba2B5ClO9,5.241,3.611894341,13.74240392,0.464228815,0,0.425,0.575,0,0,13.29411765,10.48442907,16.32525952,29.89156471,25.93321246,847.3411765,918.6602076,54.8,3.024221453,2.529411765,0.871972318,149,90.94117647,30.49134948,66,2.55,2.711764706,0.823806228,0,0,1.640138408,1.418685121,56.4175,15.85205882,0.594882353,85.88235294,80.80276817
K5B(SO4)4,5.251,2.325041001,16.22198293,0.608896563,0,0.3671875,0.6328125,0,0,11.23076923,4.455621302,25.93195266,22.71357308,9.179180178,248.4957692,238.3947929,54.8,4.615384615,2.538461538,0.704142012,137,99.03846154,41.81952663,66,2.62,2.75,0.849230769,0,0,1.656804734,0.355029586,65.93416667,23.90512821,0.397384615,68.57692308,69.63313609
Ba3B6O11F2,5.266,4.174679975,12.49047479,0.550687674,0,0.423076923,0.576923077,0,0,13.81818182,11.50413223,17.85123967,31.4016912,28.88872058,808.9909091,891.5528926,54.8,3.297520661,2.545454545,0.94214876,158,90.40909091,33.97933884,66,3.09,2.759545455,0.902355372,0,0,1.685950413,1.388429752,56.4175,16.0625,0.594727273,83.86363636,84.38429752
LiCsP2O6,5.284,3.088936495,16.00850499,0.625907789,0,0.375,0.625,0,0,13.6,8.84,26.56,29.77903759,21.10317263,171.868,140.4816,54.8,4.72,2.6,0.84,178,98.2,38.64,66,2.65,2.679,0.9132,0,0,1.52,0.4,106.66,23.21288095,0.325,53.4,70.24
CsB3O5,5.304,3.32366776,13.61912775,0.700513066,0,0.425,0.575,0,0,12.22222222,9.50617284,15.67901235,27.25949466,23.47687939,846.6211111,1000.919259,54.8,2.962962963,2.444444444,0.790123457,178,91.77777778,33.82716049,66,2.65,2.678888889,0.845679012,0,0,1.728395062,1.407407407,108.5925,20.31194444,0.508,87.44444444,83.82716049
BaNa(PO3)3,5.305,3.17475529,14.8407466,0.417615547,0,0.375,0.625,0,0,13.14285714,6.918367347,19.71428571,28.37376109,16.67903452,201.1407143,188.1523469,54.8,3.489795918,2.571428571,0.734693878,149,92.57142857,34.16326531,66,2.55,2.810714286,0.809081633,0,0,1.102040816,0.428571429,54.485,17.32064626,0.348214286,40.85714286,53.75510204
Na5B(SO4)4,5.311,2.441130494,13.34331243,0.449516979,0,0.3671875,0.6328125,0,0,9.692307692,2.443786982,26.24260355,19.61577871,5.12821831,255.0996154,246.5226036,54.8,4.615384615,2.346153846,0.452662722,100,91.92307692,32.5147929,66,2.51,2.771153846,0.823195266,0,0,1.656804734,0.355029586,22.07083333,15.46987179,0.397384615,68.57692308,69.63313609
CaBPO5,5.323,3.050019065,11.01527779,0.405279712,0,0.4,0.6,0,0,10,3.75,17.5625,20.23247025,7.646705375,506.7875,612.35625,54.8,3.125,2.375,0.5625,110,87.125,27.1875,66,2.44,2.80375,0.7953125,0,0,1.25,0.875,30.5975,14.12971726,0.393625,56.625,69.4375
Sr2B5ClO9,5.336,3.127676194,12.76521973,0.424935178,0,0.425,0.575,0,0,11.17647059,6.996539792,16.46366782,24.04368235,16.30140623,853.2235294,925.5806228,54.8,3.024221453,2.411764706,0.678200692,129,88.58823529,26.61591696,66,2.49,2.718823529,0.81550173,0,0,1.640138408,1.418685121,47.0575,14.75088235,0.594882353,85.41176471,80.24913495
Ca2B5BrO9,5.35,2.860685282,12.22773612,0.366735614,0.588235294,0.377777778,0.511111111,0.111111111,0,10.11764706,5.252595156,16.65051903,21.06527059,11.39578685,866.4117647,930.0138408,54.8,3.024221453,2.352941176,0.581314879,110,87.41176471,24.67820069,66,2.44,2.712941176,0.798892734,0.588235294,1.107266436,2.124567474,1.418685121,30.5975,13.1075,0.533941176,85.41176471,80.24913495
K3B6ClO10,5.372,2.307668276,13.58584933,0.597967533,0,0.420454545,0.579545455,0,0,9.2,3.72,20.175,18.880395,7.722632,790.8595,934.2843,54.8,3.57,2.35,0.56,137,93.75,33.6,66,2.62,2.613,0.8817,0,0,1.86,1.38,65.93416667,18.895125,0.58185,93.35,84.285
SrBPO5,5.387,3.624301794,11.99264804,0.466905285,0,0.4,0.6,0,0,12.25,7.125,17.375,26.17522025,16.56083038,498.6625,600.16875,54.8,3.125,2.5,0.75,129,89.5,30.75,66,2.49,2.7975,0.803125,0,0,1.25,0.875,47.0575,16.18721726,0.393625,56.625,69.4375
KSi2BO6,5.397,2.634160308,12.73864213,0.500476502,0,0.395833333,0.604166667,0,0,10,3.4,15.12,20.20767,6.929258,638.733,761.1602,54.8,2.72,2.4,0.56,137,90.5,30.7,66,2.62,2.73,0.852,0,0,1.44,1.04,65.93416667,17.57891667,0.307,92.1,96.12
KBa2(PO3)5,5.403,3.282186828,15.58714348,0.452930146,0,0.375,0.625,0,0,14.17391304,8.052930057,17.92060491,30.80922217,19.31715936,206.3056522,197.6160681,54.8,3.194706994,2.652173913,0.850661626,149,93.82608696,36.29489603,66,2.62,2.832608696,0.792249527,0,0,1.020793951,0.434782609,64.00166667,19.55273292,0.35326087,38.13043478,49.79206049
MgB2H6O7,5.412,2.238424786,7.602425462,0.213814974,0,0.464285714,0.535714286,0,0,5.25,3.25,5.6796875,10.2481525,6.930159375,380.41625,559.7189063,54.8,6.984375,1.6875,0.515625,110,59.8125,21.609375,66,2.13,2.666875,0.676484375,0,0,2.1875,0.890625,16.275,8.79125,3.135375,110.875,86.515625
Sr3B6O11F2,5.417,3.592311633,11.38214832,0.507035504,0,0.423076923,0.576923077,0,0,11.36363636,7.26446281,18.01239669,24.62346393,17.18087347,815.8090909,899.6107438,54.8,3.297520661,2.409090909,0.70661157,138,87.68181818,29.26859504,66,3.03,2.767727273,0.89268595,0,0,1.685950413,1.388429752,47.0575,14.78613636,0.594727273,83.31818182,83.73966942
Na2B4O7,5.426,2.679632989,9.591800704,0.525138123,0,0.428571429,0.571428571,0,0,7.538461538,1.562130178,20.71005917,15.47841066,2.872252713,809.0261538,947.0608284,54.8,3.621301775,2.153846154,0.26035503,100,86.92307692,24.33136095,66,2.51,2.623076923,0.879763314,0,0,1.822485207,1.372781065,22.07083333,11.60858974,0.468923077,92.76923077,86.98224852
CsB9O14,5.451,2.492079504,12.61012284,0.361617695,0,0.419642857,0.580357143,0,0,8.833333333,3.847222222,10.54861111,18.9248355,9.4983847,925.0329167,1067.225313,54.8,2.041666667,2.166666667,0.319444444,178,80.16666667,16.52777778,66,2.65,2.804583333,0.741319444,0,0,1.555555556,1.4375,108.5925,12.82447917,0.5715,78.79166667,77.92361111
Ca(BO2)2,5.456,2.963991416,10.06007229,0.471354477,0,0.4375,0.5625,0,0,8.857142857,3.183673469,18.36734694,17.9568,6.320342857,861.4571429,921.8938776,54.8,3.265306122,2.285714286,0.489795918,110,86.85714286,25.46938776,66,2.44,2.691428571,0.855510204,0,0,1.632653061,1.387755102,30.5975,12.64785714,0.435428571,86.42857143,85.06122449
BaBPO5,5.495,4.038550523,13.31728486,0.496674931,0,0.4,0.6,0,0,14.5,10.5,17.1875,32.38859525,26.23460119,492.4125,590.79375,54.8,3.125,2.625,0.9375,149,92,34.5,66,2.55,2.79,0.8125,0,0,1.25,0.875,56.4175,17.35721726,0.393625,57.125,70.1875
BaNa(B3O5)3,5.5,2.545377627,12.48561119,0.316618121,0,0.425,0.575,0,0,8.923076923,3.781065089,13.22485207,19.1387219,9.387640422,897.1103846,1012.376627,54.8,2.485207101,2.192307692,0.355029586,149,81.80769231,18.23964497,66,2.55,2.760769231,0.783727811,0,0,1.597633136,1.437869822,56.4175,11.3061859,0.527538462,82,80.76923077
B5H12NO12,5.502,1.520650889,9.906182171,0.086327549,0,0.461538462,0.538461538,0,0,4.666666667,2.933333333,5.066666667,9.071659333,6.450975467,420.959,642.347,14.01,6.773333333,1.6,0.48,53,55.16666667,19.33333333,31,1.4,2.697333333,0.616977778,0,0,2.128888889,1.013333333,8.15375,7.975708333,3.609766667,116.5333333,83.62666667
NaSiBO4,5.502,2.823274076,10.57713629,0.48886929,0,0.40625,0.59375,0,0,8.857142857,2.081632653,19.83673469,17.9834099,4.316699853,660.7242857,775.3004082,54.8,3.510204082,2.285714286,0.408163265,100,89.28571429,28.12244898,66,2.51,2.661428571,0.889795918,0,0,1.632653061,1.102040816,22.07083333,13.32511905,0.328142857,95.71428571,95.67346939
LiB(S2O7)2,5.51,2.18270421,14.07440893,0.159028183,0,0.348214286,0.651785714,0,0,9.2,2.72,9.13,18.50018,5.425928,256.1165,281.8431,54.8,1.62,2.2,0.32,62,77.8,16.52,66,2.46,3.075,0.511,0,0,0.72,0.29,18.614375,12.71916667,0.5166,42.15,42.21
Na5B2P3O13,5.539,2.585478321,12.21638933,0.539611861,0,0.394230769,0.605769231,0,0,9.304347826,2.223062382,28.12854442,19.02105793,4.843623388,357.1586957,352.194707,54.8,4.933837429,2.347826087,0.4536862,100,94.65217391,34.24196597,66,2.51,2.609565217,0.938752363,0,0,1.79584121,0.706994329,22.07083333,15.07119048,0.344478261,71.26086957,85.05860113
BaB8O13,5.545,2.922342029,11.15283436,0.301478264,0,0.423076923,0.576923077,0,0,9.090909091,4.26446281,10.63636364,19.6276,10.69994545,931.6545455,1036.282645,54.8,2.041322314,2.181818182,0.347107438,149,79.31818182,15.73966942,66,2.55,2.815,0.738636364,0,0,1.504132231,1.454545455,56.4175,10.87886364,0.554181818,77.86363636,77.83884298
NaB5(H2O5)2,5.572,1.774900507,11.27688651,0.206620926,0,0.4375,0.5625,0,0,6,2.5,11.8,12.05352646,5.039497818,635.7455,856.12725,54.8,5.25,1.85,0.34,135,68.5,17.5,66,2.51,2.7165,0.7235,0,0,2,1.25,22.62833333,9.130791667,1.9516,97.75,85.75
CaB8H4O15,5.601,2.060580413,10.66580752,0.197031597,0,0.433333333,0.566666667,0,0,6.571428571,2.489795918,10.15306122,13.23531286,4.878856735,742.0371429,944.3332653,54.8,4.035714286,1.928571429,0.265306122,145,70.07142857,15.5255102,66,2.44,2.775714286,0.711734694,0,0,1.836734694,1.346938776,31.155,9.220892857,1.557285714,89.60714286,83.1505102
K2Sr(PO3)4,5.609,2.7134961,15.5148275,0.50996141,0,0.375,0.625,0,0,12.21052632,5.318559557,21.62880886,25.35286568,11.81490402,192.0978947,173.4289197,54.8,3.833795014,2.578947368,0.731301939,137,95.84210526,37.69529086,66,2.62,2.77,0.846315789,0,0,1.1966759,0.421052632,64.00166667,21.05180451,0.342105263,43.94736842,58.0166205
SrLi(B3O5)3,5.648,2.386432671,11.55740928,0.276226463,0,0.425,0.575,0,0,7.923076923,2.402366864,13.31360947,16.60965385,5.46233432,902.2188462,1012.293195,54.8,2.485207101,2.115384615,0.221893491,129,79.57692308,15.66568047,66,2.49,2.765,0.778846154,0,0,1.597633136,1.437869822,47.0575,10.45964744,0.527538462,81.84615385,80.59171598
Li2B4O7,5.668,2.40723584,8.974013049,0.361413774,0,0.428571429,0.571428571,0,0,6.307692308,1.822485207,20.9704142,13.00936923,3.220033136,821.7676923,939.2198817,54.8,3.621301775,2,0,62,81.07692308,16.23668639,66,2.46,2.630769231,0.87147929,0,0,1.822485207,1.372781065,9.420833333,9.662435897,0.468923077,92.76923077,86.98224852
Ca2SiB2O7,5.68,3.212712948,10.41738511,0.527256923,0,0.428571429,0.571428571,0,0,10,4,21.13888889,20.15494167,7.962779167,749.7166667,810.7361111,54.8,3.666666667,2.416666667,0.625,110,91.08333333,31.625,66,2.44,2.671666667,0.896388889,0,0,1.555555556,1.166666667,30.5975,14.505,0.318416667,91.08333333,92.26388889
Mg3B7ClO13,5.705,2.993304664,9.06179456,0.351151469,0,0.428571429,0.571428571,0,0,8,1.75,8.118055556,16.33488333,3.585705556,837.0416667,902.8819444,54.8,3.097222222,2.166666667,0.277777778,75,82.125,17.46875,66,2.13,2.75375,0.777291667,0,0,1.638888889,1.409722222,17.325,10.90583333,0.548375,81.83333333,77.13888889
BaLi(B3O5)3,5.783,2.694822523,11.41285194,0.307087895,0,0.425,0.575,0,0,8.615384615,3.644970414,13.26923077,18.52146154,9.138887574,900.2957692,1009.926331,54.8,2.485207101,2.153846154,0.295857988,149,80.34615385,16.55325444,66,2.55,2.762692308,0.781508876,0,0,1.597633136,1.437869822,56.4175,10.81964744,0.527538462,82,80.76923077
NaLiB4O7,5.797,2.451395868,9.648598998,0.429096087,0,0.428571429,0.571428571,0,0,6.923076923,1.786982249,20.84023669,14.24388994,3.236069188,815.3969231,943.140355,54.8,3.621301775,2.076923077,0.142011834,100,84,19.38461538,66,2.51,2.626923077,0.875621302,0,0,1.822485207,1.372781065,22.07083333,10.63551282,0.468923077,92.76923077,86.98224852
CaB3HO6,5.811,2.641885869,9.686153909,0.353273428,0,0.4375,0.5625,0,0,7.636363636,2.644628099,14.79338843,15.41048545,5.127454876,772.8918182,921.351405,54.8,4.016528926,2.090909091,0.347107438,145,77.72727273,21.2892562,66,2.44,2.723636364,0.781487603,0,0,1.785123967,1.338842975,31.155,10.9575,1.129545455,89.90909091,84.99173554
